Time (s),Amplitude
0.0,-11378688
0.00012501744104925351,86016
0.00025003488209850703,10639360
0.00037505232314776057,14663680
0.0005000697641970141,9576448
0.0006250872052462675,-1398784
0.0007501046462955211,-12253184
0.0008751220873447746,-16660480
0.0010001395283940281,-11442176
0.0011251569694432817,81920
0.001250174410492535,11286528
0.0013751918515417887,16394240
0.0015002092925910423,11835392
0.0016252267336402957,186368
0.0017502441746895493,-11003904
0.0018752616157388026,-15640576
0.0020002790567880562,-10717184
0.0021252964978373096,456704
0.0022503139388865634,11241472
0.002375331379935817,15169536
0.00250034882098507,9711616
0.002625366262034324,-1892352
0.0027503837030835774,-12986368
0.0028754011441328308,-17408000
0.0030004185851820846,-11982848
0.003125436026231338,223232
0.0032504534672805913,11075584
0.0033754709083298447,15132672
0.0035004883493790985,10027008
0.003625505790428352,-1257472
0.0037505232314776053,-12158976
0.003875540672526859,-16457728
0.0040005581135761125,-11442176
0.004125575554625366,-223232
0.004250592995674619,10455040
0.004375610436723873,14690304
0.004500627877773127,9678848
0.00462564531882238,-1392640
0.004750662759871634,-11950080
0.004875680200920887,-15894528
0.00500069764197014,-10954752
0.005125715083019394,704512
0.005250732524068648,11825152
0.005375749965117901,15597568
0.005500767406167155,10373120
0.005625784847216408,-864256
0.0057508022882656615,-11945984
0.005875819729314915,-16199680
0.006000837170364169,-11159552
0.0061258546114134225,335872
0.006250872052462676,10936320
0.006375889493511929,15233024
0.006500906934561183,10940416
0.006625924375610436,-204800
0.006750941816659689,-11130880
0.006875959257708944,-15437824
0.007000976698758197,-10721280
0.00712599413980745,718848
0.007251011580856704,11376640
0.007376029021905957,14989312
0.0075010464629552106,9934848
0.007626063904004465,-966656
0.007751081345053718,-11376640
0.00787609878610297,-15951872
0.008001116227152225,-11264000
0.00812613366820148,-83968
0.008251151109250732,10844160
0.008376168550299986,15355904
0.008501185991349238,9998336
0.008626203432398493,-1359872
0.008751220873447745,-11810816
0.008876238314497,-15550464
0.009001255755546254,-10475520
0.009126273196595506,602112
0.00925129063764476,10969088
0.009376308078694013,15038464
0.009501325519743267,10416128
0.009626342960792521,-645120
0.009751360401841774,-11231232
0.009876377842891028,-15480832
0.01000139528394028,-10532864
0.010126412724989535,931840
0.010251430166038787,11974656
0.010376447607088042,15947776
0.010501465048137296,10774528
0.010626482489186549,-520192
0.010751499930235803,-11538432
0.010876517371285055,-15548416
0.01100153481233431,-10489856
0.011126552253383562,563200
0.011251569694432816,10936320
0.01137658713548207,15108096
0.011501604576531323,10536960
0.011626622017580577,-417792
0.01175163945862983,-11270144
0.011876656899679084,-15554560
0.012001674340728338,-10022912
0.01212669178177759,1615872
0.012251709222826845,12066816
0.012376726663876098,15853568
0.012501744104925352,10911744
0.012626761545974604,-339968
0.012751778987023859,-10848256
0.012876796428073113,-15544320
0.013001813869122365,-10973184
0.01312683131017162,10240
0.013251848751220872,10776576
0.013376866192270126,14772224
0.013501883633319379,9682944
0.013626901074368633,-884736
0.013751918515417887,-11687936
0.01387693595646714,-15859712
0.014001953397516394,-10600448
0.014126970838565647,1093632
0.0142519882796149,11796480
0.014377005720664153,15185920
0.014502023161713408,9988096
