Time (s),Amplitude
0.0,-14221312
4.166843587674975e-05,-11468800
8.33368717534995e-05,-7340032
0.00012500530763024924,-2555904
0.000166673743506999,1376256
0.00020834217938374875,5963776
0.0002500106152604985,10092544
0.00029167905113724823,13434880
0.000333347487013998,14876672
0.00037501592289074774,17039360
0.0004166843587674975,16842752
0.00045835279464424725,16384000
0.000500021230520997,15663104
0.0005416896663977467,11468800
0.0005833581022744965,7536640
0.0006250265381512462,3997696
0.000666694974027996,655360
0.0007083634099047457,-4980736
0.0007500318457814955,-9306112
0.0007917002816582452,-12255232
0.000833368717534995,-13762560
0.0008750371534117447,-15532032
0.0009167055892884945,-17104896
0.0009583740251652442,-14221312
0.001000042461041994,-13303808
0.0010417108969187436,-10878976
0.0010833793327954934,-6225920
0.0011250477686722432,-2752512
0.001166716204548993,2228224
0.0012083846404257427,4521984
0.0012500530763024924,9961472
0.0012917215121792422,12320768
0.001333389948055992,13828096
0.0013750583839327417,17039360
0.0014167268198094914,15794176
0.0014583952556862412,15073280
0.001500063691562991,12779520
0.0015417321274397407,10551296
0.0015834005633164905,6684672
0.0016250689991932402,3342336
0.00166673743506999,-1638400
0.0017084058709467397,-6356992
0.0017500743068234895,-9699328
0.0017917427427002392,-13107200
0.001833411178576989,-15400960
0.0018750796144537387,-16252928
0.0019167480503304885,-16973824
0.0019584164862072382,-16252928
0.002000084922083988,-13631488
0.0020417533579607378,-11599872
0.0020834217938374873,-6815744
0.0021250902297142373,-2424832
0.002166758665590987,1048576
0.0022084271014677368,6029312
0.0022500955373444863,9830400
0.0022917639732212363,13434880
0.002333432409097986,14942208
0.002375100844974736,16449536
0.0024167692808514853,16384000
0.0024584377167282353,14942208
0.002500106152604985,13238272
0.002541774588481735,10747904
0.0025834430243584844,7143424
0.0026251114602352343,2359296
0.002666779896111984,-2031616
0.0027084483319887334,-6094848
0.0027501167678654834,-10354688
0.002791785203742233,-13238272
0.002833453639618983,-15990784
0.0028751220754957324,-16121856
0.0029167905113724824,-17956864
0.002958458947249232,-15990784
0.003000127383125982,-14614528
0.0030417958190027314,-11075584
0.0030834642548794814,-7602176
0.003125132690756231,-2818048
0.003166801126632981,1310720
0.0032084695625097305,5570560
0.0032501379983864804,9502720
0.00329180643426323,13631488
0.00333347487013998,15269888
0.0033751433060167295,16318464
0.0034168117418934794,17432576
0.003458480177770229,15073280
0.003500148613646979,13434880
0.0035418170495237285,11075584
0.0035834854854004785,6815744
0.003625153921277228,2359296
0.003666822357153978,-1638400
0.0037084907930307275,-5832704
0.0037501592289074775,-9502720
0.003791827664784227,-13303808
0.003833496100660977,-15007744
0.0038751645365377265,-16318464
0.0039168329724144765,-17039360
0.003958501408291226,-15990784
0.004000169844167976,-13697024
0.004041838280044725,-11337728
0.0040835067159214755,-7471104
0.004125175151798225,-2555904
0.004166843587674975,1441792
0.004208512023551724,6160384
0.0042501804594284745,9043968
0.004291848895305224,13172736
0.004333517331181974,14680064
0.004375185767058723,16318464
0.0044168542029354736,16121856
0.004458522638812223,15859712
0.004500191074688973,13500416
0.004541859510565722,10485760
0.004583527946442473,7340032
0.004625196382319222,2097152
0.004666864818195972,-917504
0.004708533254072721,-5701632
0.004750201689949472,-9437184
0.004791870125826221,-12386304
0.004833538561702971,-14745600
0.00487520699757972,-15794176
0.004916875433456471,-15794176
0.00495854386933322,-15400960
0.00500021230520997,-12845056
0.005041880741086719,-10420224
0.00508354917696347,-7077888
0.005125217612840219,-2752512
0.005166886048716969,1900544
