Time (s),Amplitude
0.0,6
6.250406927534345e-05,0
0.0001250081385506869,175
0.00018751220782603034,0
0.0002500162771013738,237
0.00031252034637671724,0
0.0003750244156520607,167
0.00043752848492740413,0
0.0005000325542027476,-1
0.000562536623478091,0
0.0006250406927534345,-157
0.000687544762028778,0
0.0007500488313041214,-230
0.0008125529005794648,0
0.0008750569698548083,-169
0.0009375610391301518,0
0.0010000651084054952,-2
0.0010625691776808385,0
0.001125073246956182,160
0.0011875773162315255,0
0.001250081385506869,225
0.0013125854547822123,0
0.001375089524057556,162
0.0014375935933328993,0
0.0015000976626082427,4
0.0015626017318835861,0
0.0016251058011589295,-155
0.0016876098704342731,0
0.0017501139397096165,-235
0.00181261800898496,0
0.0018751220782603035,-172
0.001937626147535647,0
0.0020001302168109903,8
0.0020626342860863337,0
0.002125138355361677,168
0.0021876424246370205,0
0.002250146493912364,231
0.0023126505631877077,0
0.002375154632463051,168
0.0024376587017383945,0
0.002500162771013738,-6
0.0025626668402890813,0
0.0026251709095644247,-179
0.002687674978839768,0
0.002750179048115112,-245
0.0028126831173904553,0
0.0028751871866657987,-171
0.002937691255941142,0
0.0030001953252164855,4
0.003062699394491829,0
0.0031252034637671722,175
0.0031877075330425156,0
0.003250211602317859,234
0.003312715671593203,0
0.0033752197408685462,160
0.0034377238101438896,0
0.003500227879419233,-5
0.0035627319486945764,0
0.00362523601796992,-160
0.003687740087245263,0
0.003750244156520607,-227
0.0038127482257959504,0
0.003875252295071294,-168
0.003937756364346637,0
0.004000260433621981,1
0.0040627645028973244,0
0.004125268572172667,161
0.004187772641448011,0
0.004250276710723354,227
0.004312780779998698,0
0.004375284849274041,160
0.004437788918549385,0
0.004500292987824728,-5
0.004562797057100072,0
0.004625301126375415,-167
0.004687805195650758,0
0.004750309264926102,-233
0.004812813334201445,0
0.004875317403476789,-163
0.004937821472752132,0
0.005000325542027476,11
0.00506282961130282,0
0.0051253336805781625,168
0.005187837749853506,0
0.005250341819128849,230
0.005312845888404193,0
0.005375349957679536,160
0.00543785402695488,0
0.005500358096230224,-12
0.005562862165505567,0
0.0056253662347809106,-170
0.0056878703040562535,0
0.005750374373331597,-237
0.00581287844260694,0
0.005875382511882284,-165
0.005937886581157627,0
0.006000390650432971,-2
0.006062894719708315,0
0.006125398788983658,164
0.0061879028582590015,0
0.0062504069275343445,229
0.006312910996809688,0
0.006375415066085031,153
0.006437919135360375,0
0.006500423204635718,-8
0.006562927273911062,0
0.006625431343186406,-181
0.006687935412461749,0
0.0067504394817370925,-245
0.0068129435510124355,0
0.006875447620287779,-171
0.006937951689563122,0
0.007000455758838466,0
0.00706295982811381,0
0.007125463897389153,168
0.007187967966664497,0
0.00725047203593984,233
0.0073129761052151835,0
0.007375480174490526,167
0.00743798424376587,0
0.007500488313041214,4
0.007562992382316557,0
0.007625496451591901,-148
0.007688000520867244,0
0.007750504590142588,-225
0.007813008659417931,0
0.007875512728693274,-163
0.007938016797968617,0
0.008000520867243961,-3
0.008063024936519305,0
0.008125529005794649,145
0.008188033075069991,0
0.008250537144345335,219
0.008313041213620679,0
0.008375545282896022,153
0.008438049352171365,0
0.008500553421446708,2
0.008563057490722052,0
0.008625561559997396,-167
0.00868806562927274,0
0.008750569698548082,-235
0.008813073767823426,0
0.00887557783709877,-156
0.008938081906374113,0
0.009000585975649456,11
0.0090630900449248,0
0.009125594114200143,168
0.009188098183475487,0
0.00925060225275083,224
0.009313106322026173,0
0.009375610391301517,146
0.00943811446057686,0
0.009500618529852204,-17
0.009563122599127548,0
0.00962562666840289,-166
0.009688130737678234,0
0.009750634806953578,-226
0.009813138876228922,0
0.009875642945504264,-166
0.009938147014779608,0
0.010000651084054952,-3
0.010063155153330295,0
0.01012565922260564,165
0.010188163291880981,0
0.010250667361156325,229
0.010313171430431669,0
0.010375675499707013,158
0.010438179568982355,0
0.010500683638257699,-5
0.010563187707533042,0
0.010625691776808386,-167
0.01068819584608373,0
0.010750699915359072,-229
0.010813203984634416,0
0.01087570805390976,-158
0.010938212123185104,0
0.011000716192460448,4
0.01106322026173579,0
0.011125724331011133,163
0.011188228400286477,0
0.011250732469561821,221
0.011313236538837163,0
0.011375740608112507,154
0.01143824467738785,0
0.011500748746663195,-5
0.011563252815938539,0
0.01162575688521388,-171
0.011688260954489224,0
0.011750765023764568,-227
0.011813269093039912,0
0.011875773162315254,-165
0.011938277231590598,0
0.012000781300865942,0
0.012063285370141286,0
0.01212578943941663,157
0.012188293508691972,0
0.012250797577967315,214
0.01231330164724266,0
0.012375805716518003,140
0.012438309785793345,0
0.012500813855068689,-21
0.012563317924344033,0
0.012625821993619377,-158
0.01268832606289472,0
0.012750830132170063,-223
0.012813334201445406,0
0.01287583827072075,-167
0.012938342339996094,0
0.013000846409271436,-1
0.01306335047854678,0
0.013125854547822124,157
0.013188358617097468,0
0.013250862686372811,223
0.013313366755648154,0
0.013375870824923497,147
0.013438374894198841,0
0.013500878963474185,-12
0.013563383032749529,0
0.013625887102024871,-162
0.013688391171300215,0
0.013750895240575559,-223
0.013813399309850902,0
0.013875903379126244,-166
0.013938407448401588,0
0.014000911517676932,-8
0.014063415586952276,0
0.01412591965622762,160
0.014188423725502962,0
0.014250927794778306,224
0.01431343186405365,0
0.014375935933328993,149
0.014438440002604335,0
0.01450094407187968,-19
0.014563448141155023,0
0.014625952210430367,-165
0.01468845627970571,0
